cell,regime,kind,concentration,floor_regime,contention,contention_ratio,seed,task_workload_hash,scenario_hash,latent_probs_by_agent,realized_task_counts_by_agent,unique_archetypes_per_agent,frac_agents_all_four_archetypes,task_entropy_mean,task_mixture_tv_mean_pairwise,resource_demand_tv_mean_pairwise,resource_centroid_distance_mean,aggregate_mandatory_demand,capacity_by_resource,realized_contention_by_resource,active_resource_count,inactive_resources,floor_fraction_by_resource,declaration_source,redraws,reject_reason
dirichlet_0.03__high,dirichlet_0.03,dirichlet,0.03,unit,high,1.9,2528617917,ac698e4355a74cc6,aaadc0564cd88999,"[[0.011446252827593296, 7.826605153176854e-09, 4.489838825357043e-15, 0.988553739345797], [7.847333103475137e-09, 6.035715418899493e-20, 1.7504658305679696e-09, 0.999999990402201], [1.4229773138090045e-05, 0.5416678186847923, 0.4568486836713648, 0.0014692678707047889], [1.5429477873066177e-23, 1.0, 0.0, 0.0], [3.931485009174533e-44, 5.326208883857319e-13, 0.9999999846598899, 1.5339577497100622e-08], [0.9999999454551348, 5.444887056168341e-08, 4.39536254388611e-27, 9.599461840054e-11]]","[{""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 3, ""doc_processing"": 5, ""monitoring"": 0}, {""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}]","[1, 1, 2, 1, 1, 1]",0.0,0.07953616691041375,0.8666666666666667,0.18306138306138303,0.13297235172235172,"{""COMPUTE"": 796, ""MEMORY"": 672, ""API_CREDITS"": 348, ""DATASET"": 192}","{""COMPUTE"": 419, ""MEMORY"": 354, ""API_CREDITS"": 183, ""DATASET"": 101}","{""COMPUTE"": 1.899761336515513, ""MEMORY"": 1.8983050847457628, ""API_CREDITS"": 1.901639344262295, ""DATASET"": 1.900990099009901}",4,[],"{""COMPUTE"": 0.014319809069212411, ""MEMORY"": 0.01694915254237288, ""API_CREDITS"": 0.03278688524590164, ""DATASET"": 0.0297029702970297}",exact_pending_queue,0,
dirichlet_0.03__moderate,dirichlet_0.03,dirichlet,0.03,unit,moderate,1.3,2681171407,09feee6875d6dad0,7e758009aa4a3c6a,"[[0.999999677230659, 1.6152135451614646e-32, 3.2263755528798946e-07, 1.3178574438006304e-10], [0.9999999729001048, 1.1093138315212059e-14, 3.881780186024413e-12, 2.709600234344014e-08], [0.3661998084364059, 0.6207030574671379, 8.179808122261075e-14, 0.013097134096374294], [3.687792059854904e-14, 5.1006886793893594e-61, 0.9995017570971175, 0.0004982429028455954], [0.999999999999999, 9.990262204887972e-16, 1.80425537663544e-21, 1.7269741846702747e-19], [0.8043975130601879, 1.7761322910051553e-35, 7.643291480132707e-23, 0.19560248693981208]]","[{""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 5, ""code_review"": 3, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}]","[1, 1, 2, 1, 1, 1]",0.0,0.07953616691041375,0.43333333333333335,0.03285984848484849,0.02523115267255893,"{""COMPUTE"": 1464, ""MEMORY"": 1225, ""API_CREDITS"": 727, ""DATASET"": 296}","{""COMPUTE"": 1126, ""MEMORY"": 942, ""API_CREDITS"": 559, ""DATASET"": 228}","{""COMPUTE"": 1.300177619893428, ""MEMORY"": 1.3004246284501062, ""API_CREDITS"": 1.3005366726296959, ""DATASET"": 1.2982456140350878}",4,[],"{""COMPUTE"": 0.0053285968028419185, ""MEMORY"": 0.006369426751592357, ""API_CREDITS"": 0.01073345259391771, ""DATASET"": 0.021929824561403508}",exact_pending_queue,0,
dirichlet_0.03__high,dirichlet_0.03,dirichlet,0.03,unit,high,1.9,2681171407,09feee6875d6dad0,04c2e3995480f4a5,"[[0.999999677230659, 1.6152135451614646e-32, 3.2263755528798946e-07, 1.3178574438006304e-10], [0.9999999729001048, 1.1093138315212059e-14, 3.881780186024413e-12, 2.709600234344014e-08], [0.3661998084364059, 0.6207030574671379, 8.179808122261075e-14, 0.013097134096374294], [3.687792059854904e-14, 5.1006886793893594e-61, 0.9995017570971175, 0.0004982429028455954], [0.999999999999999, 9.990262204887972e-16, 1.80425537663544e-21, 1.7269741846702747e-19], [0.8043975130601879, 1.7761322910051553e-35, 7.643291480132707e-23, 0.19560248693981208]]","[{""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 5, ""code_review"": 3, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}]","[1, 1, 2, 1, 1, 1]",0.0,0.07953616691041375,0.43333333333333335,0.03285984848484849,0.02523115267255893,"{""COMPUTE"": 1464, ""MEMORY"": 1225, ""API_CREDITS"": 727, ""DATASET"": 296}","{""COMPUTE"": 771, ""MEMORY"": 645, ""API_CREDITS"": 383, ""DATASET"": 156}","{""COMPUTE"": 1.8988326848249026, ""MEMORY"": 1.8992248062015504, ""API_CREDITS"": 1.8981723237597912, ""DATASET"": 1.8974358974358974}",4,[],"{""COMPUTE"": 0.007782101167315175, ""MEMORY"": 0.009302325581395349, ""API_CREDITS"": 0.015665796344647518, ""DATASET"": 0.03205128205128205}",exact_pending_queue,0,
dirichlet_0.03__moderate,dirichlet_0.03,dirichlet,0.03,unit,moderate,1.3,1085582081,4d92a5d045106ce0,55eaaa582bbbf52c,"[[0.9999999991489181, 8.474656855319624e-10, 3.683658142307643e-13, 3.2478202983169366e-12], [0.9734926382446619, 0.0011445001539816954, 1.2967032312416564e-31, 0.025362861601356382], [3.1437484180149797e-11, 0.059846117613797926, 6.998971644250473e-46, 0.9401538823547645], [2.2686056959978555e-30, 1.145278585645308e-11, 1.1321640335367779e-13, 0.9999999999884339], [1.3339465819730995e-13, 5.959697399211766e-48, 0.6009712183189619, 0.39902878168090467], [0.10925633235659463, 0.0006868508967640011, 3.747043458583683e-14, 0.890056816746604]]","[{""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 6}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 5, ""monitoring"": 3}, {""research"": 1, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 7}]","[1, 1, 2, 1, 2, 2]",0.0,0.19243971421530784,0.6833333333333333,0.12729162288910717,0.0928660879548782,"{""COMPUTE"": 900, ""MEMORY"": 805, ""API_CREDITS"": 375, ""DATASET"": 328}","{""COMPUTE"": 692, ""MEMORY"": 619, ""API_CREDITS"": 288, ""DATASET"": 252}","{""COMPUTE"": 1.300578034682081, ""MEMORY"": 1.3004846526655898, ""API_CREDITS"": 1.3020833333333333, ""DATASET"": 1.3015873015873016}",4,[],"{""COMPUTE"": 0.008670520231213872, ""MEMORY"": 0.009693053311793215, ""API_CREDITS"": 0.020833333333333332, ""DATASET"": 0.023809523809523808}",exact_pending_queue,0,
dirichlet_0.03__high,dirichlet_0.03,dirichlet,0.03,unit,high,1.9,1085582081,4d92a5d045106ce0,4eb0e75fccec58d7,"[[0.9999999991489181, 8.474656855319624e-10, 3.683658142307643e-13, 3.2478202983169366e-12], [0.9734926382446619, 0.0011445001539816954, 1.2967032312416564e-31, 0.025362861601356382], [3.1437484180149797e-11, 0.059846117613797926, 6.998971644250473e-46, 0.9401538823547645], [2.2686056959978555e-30, 1.145278585645308e-11, 1.1321640335367779e-13, 0.9999999999884339], [1.3339465819730995e-13, 5.959697399211766e-48, 0.6009712183189619, 0.39902878168090467], [0.10925633235659463, 0.0006868508967640011, 3.747043458583683e-14, 0.890056816746604]]","[{""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 6}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 5, ""monitoring"": 3}, {""research"": 1, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 7}]","[1, 1, 2, 1, 2, 2]",0.0,0.19243971421530784,0.6833333333333333,0.12729162288910717,0.0928660879548782,"{""COMPUTE"": 900, ""MEMORY"": 805, ""API_CREDITS"": 375, ""DATASET"": 328}","{""COMPUTE"": 474, ""MEMORY"": 424, ""API_CREDITS"": 197, ""DATASET"": 173}","{""COMPUTE"": 1.8987341772151898, ""MEMORY"": 1.8985849056603774, ""API_CREDITS"": 1.9035532994923858, ""DATASET"": 1.8959537572254335}",4,[],"{""COMPUTE"": 0.012658227848101266, ""MEMORY"": 0.014150943396226415, ""API_CREDITS"": 0.030456852791878174, ""DATASET"": 0.03468208092485549}",exact_pending_queue,0,
dirichlet_0.03__moderate,dirichlet_0.03,dirichlet,0.03,unit,moderate,1.3,1215746984,52802e83a407e8cc,5f38aefea161c976,"[[0.5156048092312697, 0.48438113815924555, 1.405260948470578e-05, 3.1203061211972433e-21], [2.803918321887852e-06, 0.5879809843583806, 0.39503511207756387, 0.01698109964573366], [0.0037070520647237864, 2.496457072184622e-06, 2.075691798972428e-28, 0.9962904514782039], [0.006150344787170781, 4.822521488979953e-07, 0.9938355630683091, 1.3609892371104724e-05], [2.479717958663851e-16, 3.192605477575703e-14, 0.010590295331795228, 0.9894097046681726], [6.244137645439741e-20, 0.9999961925241693, 3.807475830730489e-06, 0.0]]","[{""research"": 5, ""code_review"": 3, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 4, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}]","[2, 2, 1, 1, 1, 1]",0.0,0.1628695002437471,0.8166666666666667,0.18213808760683758,0.1341312767094017,"{""COMPUTE"": 712, ""MEMORY"": 601, ""API_CREDITS"": 311, ""DATASET"": 168}","{""COMPUTE"": 548, ""MEMORY"": 462, ""API_CREDITS"": 239, ""DATASET"": 129}","{""COMPUTE"": 1.2992700729927007, ""MEMORY"": 1.300865800865801, ""API_CREDITS"": 1.301255230125523, ""DATASET"": 1.302325581395349}",4,[],"{""COMPUTE"": 0.010948905109489052, ""MEMORY"": 0.012987012987012988, ""API_CREDITS"": 0.02510460251046025, ""DATASET"": 0.023255813953488372}",exact_pending_queue,0,
dirichlet_0.03__high,dirichlet_0.03,dirichlet,0.03,unit,high,1.9,1215746984,52802e83a407e8cc,0a277d2499c5e11c,"[[0.5156048092312697, 0.48438113815924555, 1.405260948470578e-05, 3.1203061211972433e-21], [2.803918321887852e-06, 0.5879809843583806, 0.39503511207756387, 0.01698109964573366], [0.0037070520647237864, 2.496457072184622e-06, 2.075691798972428e-28, 0.9962904514782039], [0.006150344787170781, 4.822521488979953e-07, 0.9938355630683091, 1.3609892371104724e-05], [2.479717958663851e-16, 3.192605477575703e-14, 0.010590295331795228, 0.9894097046681726], [6.244137645439741e-20, 0.9999961925241693, 3.807475830730489e-06, 0.0]]","[{""research"": 5, ""code_review"": 3, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 4, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}]","[2, 2, 1, 1, 1, 1]",0.0,0.1628695002437471,0.8166666666666667,0.18213808760683758,0.1341312767094017,"{""COMPUTE"": 712, ""MEMORY"": 601, ""API_CREDITS"": 311, ""DATASET"": 168}","{""COMPUTE"": 375, ""MEMORY"": 316, ""API_CREDITS"": 164, ""DATASET"": 88}","{""COMPUTE"": 1.8986666666666667, ""MEMORY"": 1.9018987341772151, ""API_CREDITS"": 1.896341463414634, ""DATASET"": 1.9090909090909092}",4,[],"{""COMPUTE"": 0.016, ""MEMORY"": 0.0189873417721519, ""API_CREDITS"": 0.036585365853658534, ""DATASET"": 0.03409090909090909}",exact_pending_queue,0,
dirichlet_0.03__moderate,dirichlet_0.03,dirichlet,0.03,unit,moderate,1.3,2627944406,22cac7b1a42422d3,20cb7bc3a2b58ae3,"[[0.0015038336040890006, 0.9963664944918531, 0.0018929876539283904, 0.00023668425012945344], [9.026216234845479e-59, 5.318599847034497e-66, 0.9999999576824206, 4.2317579440620534e-08], [9.612212194215093e-21, 7.373947885666779e-23, 4.645826524500728e-13, 0.9999999999995354], [2.0696504234459385e-64, 4.813722387378605e-20, 2.838535088449168e-61, 1.0], [0.0043007922673732905, 0.0007601932191496619, 0.994939014513477, 0.0], [2.2678486196112188e-07, 0.999999773215138, 0.0, 0.0]]","[{""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}]","[1, 1, 1, 1, 1, 1]",0.0,0.0,0.8,0.18205128205128204,0.14245014245014245,"{""COMPUTE"": 640, ""MEMORY"": 528, ""API_CREDITS"": 272, ""DATASET"": 128}","{""COMPUTE"": 492, ""MEMORY"": 406, ""API_CREDITS"": 209, ""DATASET"": 98}","{""COMPUTE"": 1.3008130081300813, ""MEMORY"": 1.3004926108374384, ""API_CREDITS"": 1.3014354066985645, ""DATASET"": 1.3061224489795917}",4,[],"{""COMPUTE"": 0.012195121951219513, ""MEMORY"": 0.014778325123152709, ""API_CREDITS"": 0.028708133971291867, ""DATASET"": 0.02040816326530612}",exact_pending_queue,0,
dirichlet_0.03__high,dirichlet_0.03,dirichlet,0.03,unit,high,1.9,2627944406,22cac7b1a42422d3,3278d41f2a41437b,"[[0.0015038336040890006, 0.9963664944918531, 0.0018929876539283904, 0.00023668425012945344], [9.026216234845479e-59, 5.318599847034497e-66, 0.9999999576824206, 4.2317579440620534e-08], [9.612212194215093e-21, 7.373947885666779e-23, 4.645826524500728e-13, 0.9999999999995354], [2.0696504234459385e-64, 4.813722387378605e-20, 2.838535088449168e-61, 1.0], [0.0043007922673732905, 0.0007601932191496619, 0.994939014513477, 0.0], [2.2678486196112188e-07, 0.999999773215138, 0.0, 0.0]]","[{""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}]","[1, 1, 1, 1, 1, 1]",0.0,0.0,0.8,0.18205128205128204,0.14245014245014245,"{""COMPUTE"": 640, ""MEMORY"": 528, ""API_CREDITS"": 272, ""DATASET"": 128}","{""COMPUTE"": 337, ""MEMORY"": 278, ""API_CREDITS"": 143, ""DATASET"": 67}","{""COMPUTE"": 1.8991097922848665, ""MEMORY"": 1.8992805755395683, ""API_CREDITS"": 1.902097902097902, ""DATASET"": 1.9104477611940298}",4,[],"{""COMPUTE"": 0.017804154302670624, ""MEMORY"": 0.02158273381294964, ""API_CREDITS"": 0.04195804195804196, ""DATASET"": 0.029850746268656716}",exact_pending_queue,0,
dirichlet_0.03__moderate,dirichlet_0.03,dirichlet,0.03,unit,moderate,1.3,3948495754,1a859d76d3563417,37d53ae76dbf16a6,"[[7.927290804688106e-05, 0.9995688182119384, 0.00035190888001467876, 3.7663223688054374e-17], [2.1437660658346547e-28, 0.2282950540795496, 0.010039900657984133, 0.7616650452624661], [0.9786541556397201, 8.904229718945139e-12, 0.021345844351375636, 0.0], [7.614204315054758e-07, 1.6775991671887914e-07, 9.842637936016885e-20, 0.9999990708196519], [2.5551543964335643e-15, 0.0036932759683132744, 0.9963067240316842, 0.0], [0.6823611114817736, 1.720644839975709e-05, 0.31762168206982666, 0.0]]","[{""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 6}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}]","[1, 2, 1, 1, 1, 1]",0.0,0.0676065103715944,0.8666666666666667,0.15964509346862285,0.10633103280162103,"{""COMPUTE"": 932, ""MEMORY"": 798, ""API_CREDITS"": 426, ""DATASET"": 240}","{""COMPUTE"": 717, ""MEMORY"": 614, ""API_CREDITS"": 328, ""DATASET"": 185}","{""COMPUTE"": 1.299860529986053, ""MEMORY"": 1.299674267100977, ""API_CREDITS"": 1.298780487804878, ""DATASET"": 1.2972972972972974}",4,[],"{""COMPUTE"": 0.008368200836820083, ""MEMORY"": 0.009771986970684038, ""API_CREDITS"": 0.018292682926829267, ""DATASET"": 0.021621621621621623}",exact_pending_queue,0,
dirichlet_0.03__high,dirichlet_0.03,dirichlet,0.03,unit,high,1.9,3948495754,1a859d76d3563417,5b6754052f17576b,"[[7.927290804688106e-05, 0.9995688182119384, 0.00035190888001467876, 3.7663223688054374e-17], [2.1437660658346547e-28, 0.2282950540795496, 0.010039900657984133, 0.7616650452624661], [0.9786541556397201, 8.904229718945139e-12, 0.021345844351375636, 0.0], [7.614204315054758e-07, 1.6775991671887914e-07, 9.842637936016885e-20, 0.9999990708196519], [2.5551543964335643e-15, 0.0036932759683132744, 0.9963067240316842, 0.0], [0.6823611114817736, 1.720644839975709e-05, 0.31762168206982666, 0.0]]","[{""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 6}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}]","[1, 2, 1, 1, 1, 1]",0.0,0.0676065103715944,0.8666666666666667,0.15964509346862285,0.10633103280162103,"{""COMPUTE"": 932, ""MEMORY"": 798, ""API_CREDITS"": 426, ""DATASET"": 240}","{""COMPUTE"": 491, ""MEMORY"": 420, ""API_CREDITS"": 224, ""DATASET"": 126}","{""COMPUTE"": 1.8981670061099796, ""MEMORY"": 1.9, ""API_CREDITS"": 1.9017857142857142, ""DATASET"": 1.9047619047619047}",4,[],"{""COMPUTE"": 0.012219959266802444, ""MEMORY"": 0.014285714285714285, ""API_CREDITS"": 0.026785714285714284, ""DATASET"": 0.031746031746031744}",exact_pending_queue,0,
dirichlet_0.03__moderate,dirichlet_0.03,dirichlet,0.03,unit,moderate,1.3,1902414026,c3aff302f35ff01e,f9533c4ae4c10219,"[[1.5327634655483573e-26, 7.716455506768302e-07, 0.9999992283544493, 0.0], [1.863467514282324e-15, 0.0011794829657485529, 0.13683118848414094, 0.8619893285501086], [1.6630267762258377e-07, 0.945429122152272, 0.05457071154505036, 0.0], [4.952078313661146e-08, 0.00015611233128578594, 0.999843838147899, 3.208043488908708e-14], [0.0004690851003218318, 1.186177882228001e-06, 1.607669905899265e-14, 0.9995297287217798], [2.401971083645732e-106, 1.4114547659028847e-40, 6.4940525246253624e-49, 1.0]]","[{""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 2, ""monitoring"": 6}, {""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}]","[1, 2, 1, 1, 1, 1]",0.0,0.0676065103715944,0.7333333333333333,0.1897232397232397,0.13990638990638993,"{""COMPUTE"": 652, ""MEMORY"": 550, ""API_CREDITS"": 250, ""DATASET"": 176}","{""COMPUTE"": 502, ""MEMORY"": 423, ""API_CREDITS"": 192, ""DATASET"": 135}","{""COMPUTE"": 1.298804780876494, ""MEMORY"": 1.3002364066193854, ""API_CREDITS"": 1.3020833333333333, ""DATASET"": 1.3037037037037038}",4,[],"{""COMPUTE"": 0.01195219123505976, ""MEMORY"": 0.014184397163120567, ""API_CREDITS"": 0.03125, ""DATASET"": 0.022222222222222223}",exact_pending_queue,0,
dirichlet_0.03__high,dirichlet_0.03,dirichlet,0.03,unit,high,1.9,1902414026,c3aff302f35ff01e,348f7c00119b6422,"[[1.5327634655483573e-26, 7.716455506768302e-07, 0.9999992283544493, 0.0], [1.863467514282324e-15, 0.0011794829657485529, 0.13683118848414094, 0.8619893285501086], [1.6630267762258377e-07, 0.945429122152272, 0.05457071154505036, 0.0], [4.952078313661146e-08, 0.00015611233128578594, 0.999843838147899, 3.208043488908708e-14], [0.0004690851003218318, 1.186177882228001e-06, 1.607669905899265e-14, 0.9995297287217798], [2.401971083645732e-106, 1.4114547659028847e-40, 6.4940525246253624e-49, 1.0]]","[{""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 2, ""monitoring"": 6}, {""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}]","[1, 2, 1, 1, 1, 1]",0.0,0.0676065103715944,0.7333333333333333,0.1897232397232397,0.13990638990638993,"{""COMPUTE"": 652, ""MEMORY"": 550, ""API_CREDITS"": 250, ""DATASET"": 176}","{""COMPUTE"": 343, ""MEMORY"": 289, ""API_CREDITS"": 132, ""DATASET"": 93}","{""COMPUTE"": 1.900874635568513, ""MEMORY"": 1.9031141868512111, ""API_CREDITS"": 1.893939393939394, ""DATASET"": 1.89247311827957}",4,[],"{""COMPUTE"": 0.01749271137026239, ""MEMORY"": 0.020761245674740483, ""API_CREDITS"": 0.045454545454545456, ""DATASET"": 0.03225806451612903}",exact_pending_queue,0,
dirichlet_0.03__moderate,dirichlet_0.03,dirichlet,0.03,unit,moderate,1.3,1945404102,aa3b3ecaa9a4677a,0051bdcfee85e1c9,"[[8.839908066759567e-11, 9.97620403295494e-06, 0.0012998127856481076, 0.9986902109219198], [0.00017041674928527562, 1.3543924815678117e-05, 5.710374890833119e-46, 0.999816039325899], [0.995987665062026, 0.004012219686843437, 3.0880274007155433e-16, 1.1525113029176177e-07], [2.9851120465425473e-05, 4.987527034464302e-31, 0.9958615498389854, 0.004108599040549112], [2.5433505885574058e-14, 3.85341808281655e-06, 1.184441298470452e-15, 0.9999961465818905], [0.985247083394607, 3.526846127843356e-08, 0.01475288133693174, 0.0]]","[{""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 7, ""code_review"": 0, ""doc_processing"": 1, ""monitoring"": 0}]","[1, 1, 1, 1, 1, 2]",0.0,0.0452970369332997,0.7333333333333333,0.17084000337012384,0.1322656593740931,"{""COMPUTE"": 900, ""MEMORY"": 795, ""API_CREDITS"": 369, ""DATASET"": 312}","{""COMPUTE"": 692, ""MEMORY"": 612, ""API_CREDITS"": 284, ""DATASET"": 240}","{""COMPUTE"": 1.300578034682081, ""MEMORY"": 1.2990196078431373, ""API_CREDITS"": 1.2992957746478873, ""DATASET"": 1.3}",4,[],"{""COMPUTE"": 0.008670520231213872, ""MEMORY"": 0.00980392156862745, ""API_CREDITS"": 0.02112676056338028, ""DATASET"": 0.020833333333333332}",exact_pending_queue,0,
